business_id,name,address,city,categories,stars,review_count,latitude,longitude
IAj1Lw3FAOY-yZn4IO7ElQ,Baum's Dancewear,1805 E Passyunk Ave,Philadelphia,"Arts & Crafts, Sports Wear, Costumes, Performing Arts, Adult, Shopping, Sporting Goods, Arts & Entertainment, Fashion",3.0,17,39.92745,-75.1660349
en_F2VgZPW1RCnWkPyCrhg,Belle Chic Salon,"11901 N 1st Ave, Ste 131",Oro Valley,"Nail Salons, Beauty & Spas, Hair Salons",4.5,19,32.4221017,-110.9623526
cEqDvn5VuX8nQ_vqs6_xog,Alex Smith Hardwood Flooring,,Downingtown,"Flooring, Home Services, Carpeting, Contractors, Refinishing Services",4.0,5,39.987801,-75.757578
aNLr1j_3CZ46rqiUeLaQ-A,Chinatown Market Shoe Repair And Tailor,143 N 11th St,Philadelphia,"Shoe Repair, Sewing & Alterations, Local Services",5.0,23,39.955126798,-75.1574422458
tuyCmcmm5Q-bc-9zV76xKA,Pho Friendly,729 Brunswick Ave,Trenton,"Thai, Vietnamese, Chinese, Restaurants",4.5,93,40.23547,-74.7532115132
96qKAK06EdkG6GPVxKDdTw,Goin' Postal Westhaven,"188 Front St, Ste 116, Westhaven Town Center",Franklin,"Shipping Centers, Notaries, Local Services, Printing Services, Mailbox Centers",3.5,16,35.9292046,-86.9195922
yZP6Z8sbDpkeXyjNMDiyDg,Guess - Walnut Street,1520 Walnut St,Philadelphia,"Men's Clothing, Women's Clothing, Children's Clothing, Fashion, Shopping, Accessories",3.5,9,39.949452,-75.1670279
kR4tXc1fLeR2QNu8cMZrEg,Bustleton Radiology Associates,9601 Bustleton Ave,Philadelphia,"Radiologists, Doctors, Health & Medical",2.0,13,40.0870701,-75.0353514
V-96iACFgPmVjjKACGxd7Q,Fusion Pizza & Grill,"1900 Grant Ave, Ste M-N",Philadelphia,"Ethnic Food, Specialty Food, Restaurants, Food, Pizza",2.5,6,40.0839955,-75.0354963
p184f-Zvf4ToPwLba0VS4A,Misto Diner,5413 Neshaminy Blvd,Bensalem,"Chinese, Restaurants, Japanese",3.5,26,40.1447023,-74.934106
WcSpc5mcfa7NUZ9GQgx0Tg,Endless Summer Tans,1708 E Speedway Blvd,Tucson,"Beauty & Spas, Eyelash Service, Skin Care, Tanning",4.5,9,32.2356889,-110.9464624
zVlhs7BVaouutt-rles-YA,Williams Sub Shop,3801 Tyrone Blvd N,Saint Petersburg,"Restaurants, Sandwiches",4.5,99,27.806517,-82.749065
1E9o1SNo7UTf1XHTFPv1_Q,Franklin Juice Co,"230 Franklin Rd, Ste 11W",Franklin,"Restaurants, Acai Bowls, Vegan, Organic Stores, Vegetarian, Food, Juice Bars & Smoothies",4.5,66,35.9326054453,-86.860662065
0CEUpFtaKhxbmrbSdP9MUQ,Acadia,824 S 8th St,Philadelphia,"Restaurants, Cajun/Creole, Southern, Nightlife, Cocktail Bars, Breakfast & Brunch, Seafood, Bars",4.0,79,39.9389483,-75.1564078
CPor0p2hvvHJJN4L0U_zEg,Ann Becnel Companion Dogs,6107 W End Blvd,New Orleans,"Pet Services, Pets, Pet Training",5.0,20,30.0017108,-90.1146572
f82dhKNiUXsDVPMLqKYiIQ,Sher-e-Punjab,853 East Grant Rd,Tucson,"Restaurants, Salad, Pakistani, Indian, Cocktail Bars, Food, Food Delivery Services, Soup, Halal, Bars, Nightlife",4.0,446,32.2509598946,-110.9591583204
FF45pKN_lzqG8Bqk-_HQvw,Go! Gyro! Go!,,Saint Louis,"Street Vendors, Food, Food Trucks, Greek, Food Stands, Restaurants, Mediterranean",4.5,49,38.5844866,-90.266699
GrzCVNDTRODqNez4zb4RLw,The Music Box Village,4557 N Rampart St,New Orleans,"Local Flavor, Public Art, Museums, Nightlife, Arts & Entertainment, Music Venues",5.0,22,29.9635911,-90.0292571
DeN5N6B78gysROm_Sq2kWA,Little V.I.P's Preschool,318 E Browning Rd,Bellmawr,"Education, Preschools, Local Services, Child Care & Day Care, Elementary Schools",3.5,7,39.8654263,-75.0680731
scychO44eMoosS9iEBV7xw,Foot Massage Reflexology,7061 E Tanque Verde Rd,Tucson,"Massage, Beauty & Spas",4.0,21,32.252342,-110.841512
IOZrqUQ2Jg6UeQ5CWpsmkg,Nesbit's Magazine Street Market,301 Magazine St,New Orleans,"Convenience Stores, Food, Grocery, Coffee & Tea, Beer, Wine & Spirits",5.0,7,29.9504773,-90.0679445
TEP-73fGvgSUmtQFaOTA_g,The Steak Out,3640 W Tangerine Rd,Marana,"Steakhouses, Burgers, Restaurants",2.5,30,32.424551,-111.042885
28FfSlW07o8GTwOrbfNMHA,Bronze Lady Home Furnishings,15222 Municipal Dr,Madeira Beach,"Home & Garden, Furniture Stores, Shopping",2.5,5,27.8037453386,-82.8031028436
Ir5Ts-NC7DDTL3XLizhV3g,City Center Park,415 Lincoln St,Greenwood,"Playgrounds, Kids Activities, Active Life, Parks, Basketball Courts",5.0,12,39.612805,-86.112796
nSyOBxBRMugT3sKeT4YWBg,South Cleaner & Tailor,6102 S MacDill Ave,Tampa,"Sewing & Alterations, Local Services, Dry Cleaning & Laundry, Laundry Services",3.5,9,27.8798076,-82.4936332
I0gSLthWBsiUPzBft_CZ9Q,Marino's Auto Repair,2028 S Bancroft St,Philadelphia,"Auto Repair, Automotive",4.5,15,39.9254629,-75.173622
NBgbL_KQTRRLQPQQtmUkYQ,Mr Wizard Worcester Car Wash,3008 W Germantown Pike,Norristown,"Car Wash, Automotive",4.0,7,40.1613222658,-75.3808923571
dhz3m3xUFy6-BrU9xTfkow,PAWS  Plaquemines Animal Welfare Society,455A F Edward Hebert Blvd,Belle Chasse,"Animal Shelters, Pet Adoption, Pets",3.5,5,29.8938336797,-89.9798587105
bDAlJYMIzwOewIThe2IZjQ,Domino's Pizza,4430 South Mann,Indianapolis,"Chicken Wings, Sandwiches, Restaurants, Pizza",4.0,12,39.699929,-86.2416313
b7YJrFZWZdI2C5-9nZvVdw,Saltwater Grill,710 S Carrollton Ave,New Orleans,"Specialty Food, Restaurants, Food, Seafood, Seafood Markets",2.5,34,29.944454,-90.133537
6WBHCXHfLAG26n0ALAkoPA,U-Haul of Somerdale,411 White Horse Pike,Somerdale,"Automotive, Propane, Movers, Self Storage, Towing, Home Services, Truck Rental, Local Services",1.5,11,39.8490746,-75.0228262
xvFV3ENVa_9POy_grBs03Q,Warminster Veterinary Hospital,405 York Rd,Warminster,"Pets, Veterinarians",4.0,12,40.2012588,-75.1005572
2FR-xWttfR8qaODqcuExvw,Pls Check Cashers,3563 N Stone Ave,Tucson,"Financial Services, Insurance, Check Cashing/Pay-day Loans, Auto Insurance, Automotive, Registration Services",2.0,5,32.2717394,-110.9723419
SGigkw0zqh4TTXferq3XGA,Sparkle Cupcake Company,321 Sam Ridley Pkwy W,Smyrna,"Food, Bakeries, Desserts",4.0,5,35.9873329,-86.5469148
x9xBKymj6CJ2WuCCFInb7g,Fine Wine & Good Spirits,"12 E Hinckley Ave, Ridley Pk",Chester,"Food, Beer, Wine & Spirits",3.5,8,39.8790789,-75.3227924
SRexiuEsx1d9-dZVUsssQA,Brandon Burgers,1513 W Brandon Blvd,Brandon,"Salad, Hot Dogs, Burgers, Restaurants, American (Traditional), Fast Food",3.5,24,27.9373704213,-82.3077001423
xJyp6RLqNRv3tSu6njPKxQ,World of Beer,"102 Main St, Ste 100",Exton,"Nightlife, Pubs, American (Traditional), Restaurants, Bars",3.0,208,40.0236651,-75.6291878
bwL2TymVrYekkkKztKyiwA,Bourgoyne Guest House,839 Bourbon St,New Orleans,"Guest Houses, Hotels & Travel",4.0,7,29.960205,-90.064396
-VBhLd8DAz2VyDF3YBMH4g,Heritage Hardwood Floors,4450 60th Ave N,Saint Petersburg,"Flooring, Refinishing Services, Home Services",4.0,11,27.82573,-82.694405
1P_mGUY1PyPq7_ZabrzpBw,Carmine's Steakhouse,20 S 4th St,Saint Louis,"Italian, Restaurants, Steakhouses",4.0,261,38.6243584,-90.1886849
mHDBZmEH0Er3184YS83_LQ,Splash Car Wash & Lube,802 W Bloomingdale Ave,Brandon,"Tires, Automotive, Auto Repair, Oil Change Stations, Auto Detailing, Car Wash",2.5,50,27.8939198,-82.2943716
XwoXi0M66RU6Gouq-DSDHw,G Peppers Grill & Tavern,8745 Gunn Hwy,Odessa,"Restaurants, Mexican, American (Traditional)",4.0,82,28.0921362,-82.5785736
1vmx7_L210UBbOWLzrhepQ,Chicago Music Store,45 S 6th Ave,Tucson,"Electronics, Musical Instruments & Teachers, Shopping",4.0,44,32.2213692,-110.9683558
ZiJfb924ewMO9S2f-9W9Pw,Advanced Towing & Recovery,1099 Menzler Rd,Nashville,"Towing, Automotive",4.0,15,36.1397600339,-86.7380914652
OfW-VK04qr7b7bPm5QbyLg,Taqueria Feliz,303 Horsham Rd,Horsham,"Mexican, Pizza, Restaurants",3.0,77,40.1807271,-75.1346993
dP_1jbKl47-9Ty83RyeJDA,Washington Memorial Chapel,RR 23,Valley Forge,"Churches, Religious Organizations",4.5,5,40.10001,-75.462631
Qa1YQzo00sm9O0JUlwdCQw,Taste of Nawlins,504 Madison St,New Orleans,"Historical Tours, Tours, Hotels & Travel, Food Tours, Walking Tours",4.0,178,29.9580151,-90.0618951
0DbIUh_Xuj6H5B_SF0RLCQ,Iguana's Mexican Restaurant,"680 E 56th St, Ste A",Brownsburg,"Restaurants, Mexican",4.0,74,39.8518617214,-86.3847577572
bSJczuohHVko33UT82hnfA,Blaze Pizza,611 O'keefe Ave,New Orleans,"Pizza, Fast Food, Gluten-Free, Restaurants, Salad",4.0,302,29.948395,-90.075281
7hSJSIBUP1UQncD4xWPDqg,The Delaware Contemporary,200 S Madison St,Wilmington,"Arts & Entertainment, Event Planning & Services, Venues & Event Spaces, Museums",4.5,11,39.7382891,-75.5601479
cSigjSbOfHR_mHGTCmJTaQ,Kids 'R' Kids of Waterset,6406 Covington Garden Dr,Apollo Beach,"Child Care & Day Care, Education, Local Services, Preschools",4.0,6,27.7705318,-82.3703483
PCM-vL-vRLJ4HB2OE8Nnbg,Baxter's Saloon & Grill,20 Liberty Blvd,Malvern,"Bars, Pubs, Nightlife, Restaurants, American (Traditional)",2.5,31,40.0536347,-75.526719
yooufdsf3eAVq_9RQNSDJA,Mazzoni Center,"1348 Bainbridge St, Fl 2",Philadelphia,"Local Services, Community Service/Non-Profit, Health & Medical, Doctors, Family Practice, Medical Centers, Counseling & Mental Health",3.0,46,39.9426271,-75.1650829
8YJtf5v76SIz-4udyF4YmA,The Hideout Coffee House,218 Oakfield Dr,Brandon,"Food, Coffee & Tea",4.5,22,27.9344684803,-82.2878021747
rmHgqdVkLsGN2byesWRo0w,Brewster's Pub,2825 Route 73 S,Maple Shade,"American (Traditional), Active Life, Nightlife, Bowling, Restaurants",3.5,12,39.9394973,-74.9743023
6zBCuzJwov08YisHZkfU2Q,Enterprise Rent-A-Car,9213 W Fairview Ave,Boise,"Car Rental, Hotels & Travel",4.0,13,43.6190157662,-116.2967492044
JfGfqCnk0-Tnf6PlahPUJQ,Burger Village,6187 Currents Drive NW,Edmonton,"Restaurants, Burgers",4.0,10,53.436403,-113.604288
aNXw3PkXVt8ANwLyCfcmpg,McDonald's,2333 Welsh Rd,Lansdale,"Restaurants, Fast Food, Burgers, Food, Coffee & Tea",1.5,17,40.2637063378,-75.3179157563
gbetDRjllP5cOxaWxFjGHA,Pretty Nails,5316 Little Rd,New Port Richey,"Beauty & Spas, Nail Salons",3.0,6,28.237112,-82.6680235
RI8tdJy90bfApk836eF-ag,Solid Wood Cabinets,421 W Germantown Pike,Plymouth Meeting,"Home & Garden, Countertop Installation, Cabinetry, Home Services, Kitchen & Bath, Shopping, Contractors",2.5,8,40.1124281,-75.2857653
vweEeZwiaRRWX2Cu9Iq66Q,Bodyworks Salon & Day Spa,5500 Gulf Blvd,St. Pete Beach,"Day Spas, Massage, Beauty & Spas",2.5,6,27.7305212,-82.7452183
GVqXNt0HKJLpciN9ePxnWw,Crown Fried Chicken,1128 S Broad St,Philadelphia,"Restaurants, Fast Food",2.5,16,39.9368911,-75.1672837
KUx_q3nzqUINYgUTrZc9OA,Pita Pit,845 E University Blvd,Tucson,"Sandwiches, Restaurants",3.0,9,32.2319918,-110.9584924
j-PaHu9iyJBlzKJZYN2smA,Snacks By The Pound,"107A East Glenside Ave, Ste 1a",Glenside,"Food, Desserts, Shopping, Specialty Food, Candy Stores, Chocolatiers & Shops",3.5,8,40.1001131,-75.1515328
Ot4bRWWO681vXZIgnLfjEA,Arizona Tile,756 E. Ft. Lowell,Tucson,"Shopping, Home Decor, Flooring, Home Services, Kitchen & Bath, Home & Garden, Building Supplies, Interior Design",4.5,16,32.2643502,-110.9593721
OURGUNuoVqPGxZTZsxZQ8w,Indianapolis Army Navy,6032 E 21st St,Indianapolis,"Fashion, Discount Store, Sporting Goods, Military Surplus, Outdoor Gear, Shopping, Hobby Shops, Uniforms",3.0,5,39.7970658,-86.0632112
VeqkfRUzZAKlQer3npXPdQ,New India's Kitchen,14222 Manchester Rd,Ballwin,"Restaurants, Indian, Buffets, Diners, Pakistani",4.0,130,38.5920571,-90.5035651
JwBTq6IOFH97b9Hr6RT7pw,Reinette Café & Patisserie,2890-8882 170 Street NW,Edmonton,"Food, Coffee & Tea, Bakeries, Restaurants, Cafes",3.0,5,53.5225968429,-113.61922974
dChRGpit9fM_kZK5pafNyA,The Love,130 S 18th St,Philadelphia,"Restaurants, American (New), Breakfast & Brunch, Burgers",4.0,618,39.9506555,-75.1708991
uyc-S7lauYjzouYQ2TM76A,Papa John's Pizza,9817 W Florissant Ave,Saint Louis,"Pizza, Restaurants",2.0,9,38.7461593,-90.2798145
gRw-rxLFeNzyqa6hKPXD1w,Heitz Optical,2415 Homer M Adams Pkwy,Alton,"Eyewear & Opticians, Sporting Goods, Shopping, Medical Supplies, Laser Eye Surgery/Lasik, Optometrists, Health & Medical, Outdoor Gear",4.0,5,38.918418,-90.151949
FJDvhCGIwKuohPOK7JfLuA,Key One,,Tucson,"Home Services, Keys & Locksmiths",5.0,73,32.2165669,-110.8195292
2_gRg3_oWK3GoiB-OpcDHA,CedarBrook Deli,24 N Rt 73,Cedarbrook,"Food, Convenience Stores, Restaurants, Food Delivery Services, Local Flavor, Delis",3.5,5,39.721471,-74.9016858
7qDAeIsMVj1McNktlICETw,Contempo Hair Salon,"4291 Shoal Line Blvd, Ste 3",Spring Hill,"Day Spas, Skin Care, Eyebrow Services, Hair Loss Centers, Barbers, Blow Dry/Out Services, Hair Stylists, Hair Salons, Beauty & Spas, Hair Removal, Waxing",4.0,7,28.4939582,-82.6501344
YE2TePip0TxcdquF5hGauQ,JoJo's Hot Dogs and BBQ,240 Longhollow Pike,Goodlettsville,"Barbeque, Restaurants, Hot Dogs",4.5,14,36.3260267,-86.7040631
nIn0fMn-SEjLdJ44SG4CKw,A Personal Touch Cleaning Service,,Villanova,"Carpet Cleaning, Local Services, Home Services, Home Cleaning, Window Washing, Professional Services, Pressure Washers, Office Cleaning",4.5,7,40.0468052,-75.3353875
-Ijm5ICZUZffTo3iumczrw,MedExpress Urgent Care,"10500 Ulmerton Rd, Ste 202",Largo,"Doctors, Health & Medical, Urgent Care, Walk-in Clinics, Medical Centers, Family Practice",2.5,39,27.892834976,-82.7845353864
KdkMXzeoqpfNsZd-_axoTQ,emPIEnada,3683 Kings Row,Reno,"Event Planning & Services, Restaurants, Empanadas, Caterers, Food, Desserts, Comfort Food, American (Traditional), Food Trucks",4.5,41,39.5428346,-119.8569115
0Xsmy6HtVVBlCbbMjRyzcg,Plaza Bowling,10418 118 Avenue NW,Edmonton,"Bowling, Active Life",4.5,19,53.570501,-113.500041
iBRXLFWD7PeSYDbKsd_JTw,Mai Thai Restaurant,875 E Bloomingdale Ave,Brandon,"Food, Ethnic Food, Specialty Food, Restaurants, Thai",4.5,27,27.8915738378,-82.2725105
3tX0CduxNIHgrxr6Toairw,The Home Depot,1315 US Hwy 19 N,Holiday,"Shopping, Hardware Stores, Appliances, Building Supplies, Home & Garden, Home Services, Nurseries & Gardening",3.5,17,28.1782261,-82.7424346
vFJIK-z3QWs-3XNjs1hcZQ,New Orleans Jazz Market,1436 Oretha Castle Haley Blvd,New Orleans,"Nightlife, Venues & Event Spaces, Performing Arts, Event Planning & Services, Jazz & Blues, Arts & Entertainment, Bars",4.0,31,29.9411590382,-90.0789941056
od6skmfXz9twktEAuJHEmw,Ryan Christopher,245 Woodbine Ave,Narberth,"American (New), Restaurants",4.0,120,40.0099504,-75.2591858
sUQ-OfJYSNfz-cimEjoaXQ,Soho Oasis Cafe,410 S Howard Ave,Tampa,"Restaurants, Middle Eastern",3.5,7,27.9402059,-82.4828837
5gLjr0BZzm6EY07bp7_LSA,Templet's Russell Barber Shop,143 Delaronde St,New Orleans,"Beauty & Spas, Barbers",5.0,7,29.9522516,-90.0545959
cDekcTE1qwpz8ROlYixhqg,Philly Homebrew Outlet East,1447 N American St,Philadelphia,"Shopping, Food, Arts & Entertainment, Wholesale Stores, Brewing Supplies, Beer, Wine & Spirits, Wineries",5.0,32,39.9736806,-75.1396479
5lcumCB7X0nH5PElagz1VA,Reid Park Mico's Corner Playground,900 S Randolph Way,Tucson,"Active Life, Parks, Dog Parks",4.5,6,32.2097330593,-110.925515358
j9Kaj_6tSeXmVMYCgZithg,Noble Crust,28330 Paseo Dr,Wesley Chapel,"Restaurants, Italian, Nightlife, Southern, Bars, Breakfast & Brunch, Pizza",4.5,496,28.188219,-82.347274
EIlFs8kybcG-l60GJjNUIA,Domino's Pizza,"3800 Tampa Rd, Ste 180",Oldsmar,"Pizza, Chicken Wings, Restaurants, Sandwiches",2.5,20,28.0420037,-82.6746125
SzHAnqwOuOmw0qh1d6ZAcQ,Cyclone Car Care,8254 Watson Rd,Saint Louis,"Auto Repair, Automotive",3.5,5,38.5662003,-90.3487106
z9wCTHYI2VZy9YIblwSsgg,The Silo Eatery Coffee Bakery,"9036 Brittany Way, Bldg 18",Tampa,"Coffee & Tea, Restaurants, Food, Cafes, Bakeries",4.0,5,27.9464963776,-82.3555628732
cl5NjtALgaX7E-WL2DtiYQ,Liberty City Roasters,222R US Hwy 13,Bristol,"Food, Wholesalers, Coffee Roasteries, Professional Services, Coffee & Tea",4.5,8,40.100524,-74.865196
csJKpjAqZu42-pPhFLfPLw,Seven Qi Spa,922 Canal St,New Orleans,"Beauty & Spas, Massage",3.5,10,29.9544867,-90.07162
HsibLfc2XD7Gh7Hbd1WfJQ,Anytime Fitness,"110 W Main St, Ste 170",Carmel,"Active Life, Gyms, Fitness & Instruction, Trainers",2.5,22,39.9791471518,-86.1285750488
_7ks3u-qZsOTKBrXKcA1Ow,Empire Beauty School,3810 E Southport Rd,Indianapolis,"Barbers, Education, Hair Salons, Cosmetology Schools, Specialty Schools, Beauty & Spas",2.5,14,39.6664705333,-86.1006689072
nnHHPz4SKmDGxod16WxDxQ,Dermatology Associates of Indiana,"8433 Harcourt Rd, Ste 310",Indianapolis,"Health & Medical, Dermatologists, Doctors",3.0,6,39.9096672,-86.1925912
8t6mbhBNAT027aeDQ4mR3A,Womens Health Partners,"10012 Kennerly Rd, Ste 405",Saint Louis,"Health & Medical, Obstetricians & Gynecologists, Doctors",2.5,8,38.5061431698,-90.3806634553
4xhGQGdGqU60BIznBjqnuA,California Tacos and Taproom,956 Embarcadero Del Norte,Isla Vista,"Mexican, Beer Bar, Bars, Sports Bars, Nightlife, Restaurants, Tacos",4.0,49,34.4115552,-119.8550772
gVh26yEPkXSoWbhs1p2kNA,Gotham Escape Room,"1425 Arch St, Level B",Philadelphia,"Active Life, Escape Games",4.5,23,39.955015,-75.1642969
juVJO2kMrHwCYXwQQmv1Tg,Sidekicks Pizza,1105 Shelby St,Indianapolis,"Sandwiches, Restaurants, Pizza, Salad",4.0,45,39.7520076,-86.1395724
pYC5fKcpj8GKjSAc7Sl3RQ,Main Exchange Barber Shop,3108 N Boundary Blvd,Tampa,"Barbers, Beauty & Spas",2.0,7,27.8623633,-82.4981215
IFDNP-n9bBN1egOsGADYYg,Elysian Fields Animal Clinic,4237 Elysian Fields Ave,New Orleans,"Pet Sitting, Veterinarians, Pet Services, Pet Groomers, Pets",4.5,7,30.0019130082,-90.0591484085
Rad7bl6MFOEemh41CdREMQ,Isla Vista Community Bike Center,6584 Madrid Rd,Isla Vista,"Community Service/Non-Profit, Shopping, Local Services, Bike Rentals, Bikes, Bike Repair/Maintenance, Active Life, Sporting Goods",5.0,6,34.4126811,-119.8575491
f55CXbSB-F8AZXNumZZlcA,Sonny's Phat Smoke,1350 Stardust St,Reno,"Shopping, Vape Shops, Head Shops, Tobacco Shops",4.0,11,39.5282020569,-119.8347167969
Rz0KfP7YAZV_yQE8uIB0fg,El Sabor Boricua,11612 N Nebraska Ave,Tampa,"Puerto Rican, Caribbean, Latin American, Restaurants",5.0,6,28.0535153,-82.4534422
QWqKTWQ2OiDgo3dzNkpung,Jong Ka Jib,6600 N 5th St,Philadelphia,"Korean, Restaurants",4.5,351,40.0520643,-75.1273939
FAWhZ5nasogf2oG_9h7yjg,Storage of America,7339 E Washington St,Indianapolis,"Self Storage, Local Services",3.5,5,39.771607,-86.038287
HPpKVvBT-2EeWNdy9cIjqA,Bus Depot Discount VW Parts,4801 Gravel Pike,Perkiomenville,"Auto Parts & Supplies, Automotive",1.5,20,40.3263279,-75.4768237
JgORpZ2kB8DG2MECu7jvkQ,Tat Starz,"1418 N Clairborne Ave, Ste 5",New Orleans,"Arts & Entertainment, Shopping, Art Galleries, Piercing, Tattoo, Beauty & Spas",4.5,19,29.9695644,-90.067925
CsjKkpApaYJDd5woO9sP4w,Petco,11147 Park Blvd,Seminole,"Pets, Pet Groomers, Pet Training, Pet Services, Pet Stores",3.0,20,27.844945,-82.792501
gTwgRz52imtyggXCrH2Xng,Domain Home Accessories & Gallery,3129 Beach Blvd S,Gulfport,"Arts & Crafts, Art Galleries, Arts & Entertainment, Shopping",3.0,6,27.7379882,-82.7080321
Wt1W6qwCvna1KzIuJRJbwA,Tokyo Mandarin,370 Delsea Dr N,Glassboro,"Japanese, Restaurants, Sushi Bars, Chinese",4.0,88,39.7119376,-75.1109667
KNfqu3kNwn6eDMJjP0cNcg,Dental Care at Quail Hollow,28385 State Road 54,Wesley Chapel,"General Dentistry, Dentists, Health & Medical",3.0,9,28.2375794,-82.3471278
TO5-F6Rgt-_sYvRT9Cta-w,Apple Barn Cider Bar and General Store,109 Opry Mills Dr,Nashville,"Home & Garden, Kitchen & Bath, Shopping, Specialty Food, Food, Candy Stores",4.0,5,36.203404,-86.694768
L2TIgbnlsqRtqDU3FuW7lw,Coliseum Ballroom,535 4th Ave N,Saint Petersburg,"Event Planning & Services, Venues & Event Spaces",4.0,7,27.776811,-82.641157
REuCtUZ2MeehpDipAKBSmQ,Lens Crafters,2416 W Brandon Blvd,Brandon,"Eyewear & Opticians, Shopping, Health & Medical, Optometrists",4.0,6,27.9404107,-82.3217459
eJ77e9lGxY3ArzaoDbHhYw,Paddy Whacks Irish Sports Pub - South Street,150 South St,Philadelphia,"Bars, Nightlife, Pubs",2.5,161,39.9410539,-75.1454627
2M4pYfuivdluXyBOP7IDQw,Look Hair Care Studio,5200 Gainor Rd,Philadelphia,"Shopping, Hair Salons, Professional Services, Beauty & Spas, Cosmetics & Beauty Supply",5.0,5,39.9894332886,-75.2290420532
fNssGWMjae-SUzyyGblspQ,Apron,47 E Kings Hwy,Haddonfield,"Caterers, Event Planning & Services, Sandwiches, Restaurants",4.5,24,39.8971069811,-75.0342256956
c16lBET8GKbGZY6Aegm_2Q,L'Occitane en Provence,"2223 N West Shore Blvd, #160",Tampa,"Beauty & Spas, Shopping, Cosmetics & Beauty Supply, Skin Care",2.5,6,27.9646718,-82.5206425
QU6xxKwHXR6xQ5oi2yIKLw,Bulk Barn,8069 104 Street NW,Edmonton,"Grocery, Food, Wholesale Stores, Fashion, Shopping, Department Stores",4.0,33,53.517033,-113.496687
Vk3Up8OlB8h2ygVlvm8tBQ,Arcadia Landscape,2002 E 13th St,Tucson,"Masonry/Concrete, Gardeners, Tree Services, Landscape Architects, Landscaping, Irrigation, Shopping, Nurseries & Gardening, Home & Garden, Home Services",3.0,5,32.2185242,-110.9422112
TGr9-KKNk_o7HzqvtlKomQ,Window World of Philadelphia,253 Horsham Rd,Horsham,"Windows Installation, Home Services, Door Sales/Installation, Shutters, Siding",3.0,12,40.1794012,-75.1311418
kwQzVF5GP8DzdyBavvhIaQ,Fisherman's Cove Seafood,3201 Williams Blvd,Kenner,"Seafood Markets, Seafood, Specialty Food, Food, Restaurants",4.0,91,30.0144336,-90.2402643
9X1_a2DQwBtXza-U1CfA1g,Century Auto Body,108 Bala Ave,Bala Cynwyd,"Automotive, Auto Repair",4.0,13,40.0035262,-75.2315294
0Up4mOWP588Leb_dqoDiYQ,Rogers & Hollands® Jewelers,18 S County Center Way,St. Louis,"Watches, Jewelry Repair, Local Services, Shopping, Jewelry, Bridal",4.0,7,38.5062356465,-90.3315210422
wFXwmrlV8TiBS4Ac2-W_9g,MOSI Food Truck Rally,4801 East Fowler Ave,Tampa,"Festivals, Arts & Entertainment, Local Flavor, Restaurants, Food Stands",3.5,10,28.0536294,-82.4044188
ifjluUv4VASwmFqEp8cWlQ,Marty's Pizza,2733 De La Vina St,Santa Barbara,"Pizza, Restaurants",4.0,64,34.4362361,-119.7261474
bNJSy64VXxQ3RZ8tNpM-fA,Parasailing The Pass,12754 Kingfish Dr,Treasure Island,"Active Life, Parasailing, Beaches, Boating",5.0,16,27.7823648981,-82.7816953479
9RoAU2wAlH63Non9qrx3xQ,Gary's World of Wellness,4 W Mount Kirk Ave,Norristown,"Fitness & Instruction, Food, Shopping, Health & Medical, Beauty & Spas, Cosmetics & Beauty Supply, Active Life, Yoga, Specialty Food, Health Markets, Vitamins & Supplements",4.0,13,40.154956,-75.4013789
MlEhwiOJpKe7VuO-IDCZqg,Azure Hair Studio,1519 W Grove St,Boise,"Eyebrow Services, Hair Salons, Makeup Artists, Beauty & Spas",4.5,9,43.6192496,-116.2135189
bPPy7yNFfb-6N_bHkn1qAw,Taste of the Caribbean,,Indianapolis,"Restaurants, Caribbean, Food Trucks, Food",3.0,17,39.7733919,-86.0860599
i_cFU5_dQexbjJA9rmf_WA,Marcie Blaine,108 S 13th St,Philadelphia,"Desserts, Specialty Food, Food, Chocolatiers & Shops",3.5,8,39.950036,-75.162158
tUl_Lq8dM3T-NnM-u3szSg,Damaso Painting,,Philadelphia,"Carpenters, Pressure Washers, Wallpapering, Home Services, Painters",5.0,7,40.0149445,-75.0903154
bTC3m_GPWBp92Y5TTReyTA,Taco Truck Stl,2737 Cherokee,Saint Louis,"Food, Mexican, Restaurants, Food Trucks",2.5,10,38.5939549,-90.2291931
Z3EIfrkSmOmE4hnc1BRo5w,JCPenney,3301 Veterans Memorial Blvd,Metairie,"Baby Gear & Furniture, Fashion, Appliances, Women's Clothing, Shopping, Shopping Centers, Department Stores, Children's Clothing, Home & Garden, Men's Clothing",3.0,23,30.006267,-90.158554
wQjhFPMKwN_z85aPEn6V4Q,Thai Tanic,202 Market Pl,Montgomeryville,"Restaurants, Thai, Food, Specialty Food, Ethnic Food",3.0,8,40.2501841838,-75.2433013916
516L9-ZWyqVgzqjP5uW7Jg,The Corner Cafe and Deli,"100 S Ashley Dr, Ste 220",Tampa,"Sandwiches, Cafes, Burgers, Food, Restaurants",4.0,6,27.9444574,-82.4578244
KDcHC6Es_jv4tloj0NP6gA,Family Air,2021 E 12th St,Tucson,"Home Services, Heating & Air Conditioning/HVAC",4.5,116,32.2201995,-110.9415829
